Symbol,Name,Market Cap,Country,IPO Year,Sector,Industry
A,Agilent Technologies Inc. Common Stock,31962233703.0,United States,1999.0,Industrials,Electrical Products
AA,Alcoa Corporation Common Stock ,4481065876.0,United States,2016.0,Industrials,Aluminum
AAC,Ares Acquisition Corporation Class A Ordinary Shares,759701838.0,,2021.0,Industrials,Metal Fabrications
AACG,ATA Creativity Global American Depositary Shares,32204018.0,China,2008.0,Real Estate,Other Consumer Services
AACI,Armada Acquisition Corp. I Common Stock,0.0,United States,2021.0,Finance,Blank Checks
AACIU,Armada Acquisition Corp. I Unit,0.0,United States,2021.0,Finance,Blank Checks
AACIW,Armada Acquisition Corp. I Warrant,0.0,United States,2021.0,Finance,Blank Checks
AACT,Ares Acquisition Corporation II Class A Ordinary Shares,0.0,,2023.0,,
AADI,Aadi Bioscience Inc. Common Stock,98005880.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
AAIC,Arlington Asset Investment Corp Class A (new),127676471.0,United States,,Real Estate,Real Estate Investment Trusts
AAIC^B,Arlington Asset Investment Corp 7.00% ,,United States,,,
AAIC^C,Arlington Asset Investment Corp 8.250% Seies C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock   ,,United States,,,
AAIN,Arlington Asset Investment Corp 6.000% Senior Notes Due 2026,684556230.0,United States,,Real Estate,Real Estate Investment Trusts
AAL,American Airlines Group Inc. Common Stock,7727917385.0,United States,,Consumer Discretionary,Air Freight/Delivery Services
AAMC,Altisource Asset Management Corp Com,11487924.0,United States,,Finance,Real Estate
AAME,Atlantic American Corporation Common Stock,39376416.0,United States,,Finance,Life Insurance
AAN,Aarons Holdings Company Inc. Common Stock ,292020797.0,United States,2020.0,Consumer Discretionary,Diversified Commercial Services
AAOI,Applied Optoelectronics Inc. Common Stock,237432179.0,United States,2013.0,Technology,Semiconductors
AAON,AAON Inc. Common Stock,4329380898.0,United States,,Industrials,Industrial Machinery/Components
AAP,Advance Auto Parts Inc.,3066405598.0,United States,,Consumer Discretionary,Auto & Home Supply Stores
AAPL,Apple Inc. Common Stock,2749592381840.0,United States,1980.0,Technology,Computer Manufacturing
AAT,American Assets Trust Inc. Common Stock,1130085364.0,United States,2011.0,Real Estate,Real Estate Investment Trusts
AAU,Almaden Minerals Ltd. Common Shares,18181837.0,Canada,2015.0,,
AB,AllianceBernstein Holding L.P.  Units,3284160748.0,United States,,Finance,Investment Managers
ABAT,American Battery Technology Company Common Stock,310829259.0,United States,,Basic Materials,Metal Mining
ABBV,AbbVie Inc. Common Stock,254466779856.0,United States,2012.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABCB,Ameris Bancorp Common Stock,2616230658.0,United States,1994.0,Finance,Major Banks
ABCL,AbCellera Biologics Inc. Common Shares,1252910904.0,Canada,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABCM,Abcam plc American Depositary Shares,5215935884.0,United Kingdom,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ABEO,Abeona Therapeutics Inc. Common Stock,104945097.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),38981786706.0,Brazil,2013.0,Consumer Staples,Beverages (Production/Distribution)
ABG,Asbury Automotive Group Inc Common Stock,4339511636.0,United States,2002.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ABIO,ARCA biopharma Inc. Common Stock,29396692.0,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ABL,Abacus Life Inc. Class A Common Stock,420584076.0,United States,2020.0,Finance,Investment Managers
ABLLW,Abacus Life Inc. Warrant,18888506.0,United States,2020.0,Finance,Investment Managers
ABLV,Able View Global Inc. Class B Ordinary Shares,0.0,China,,,
ABM,ABM Industries Incorporated Common Stock,2741210002.0,United States,,Finance,Diversified Commercial Services
ABNB,Airbnb Inc. Class A Common Stock,78340737981.0,United States,2020.0,Consumer Discretionary,Hotels/Resorts
ABOS,Acumen Pharmaceuticals Inc. Common Stock,205433218.0,United States,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABR,Arbor Realty Trust Common Stock,2657653144.0,United States,2004.0,Real Estate,Real Estate Investment Trusts
ABR^D,Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per Share,,United States,,,
ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,,United States,,,
ABR^F,Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per share,,United States,,,
ABSI,Absci Corporation Common Stock,125159788.0,United States,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABT,Abbott Laboratories Common Stock,163201741229.0,United States,,Health Care,Medical/Dental Instruments
ABUS,Arbutus Biopharma Corporation Common Stock,294899723.0,Canada,,Health Care,Biotechnology: Pharmaceutical Preparations
ABVC,ABVC BioPharma Inc. Common Stock,3658985.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
AC,Associated Capital Group Inc. Common Stock,740457715.0,United States,2015.0,Finance,Investment Bankers/Brokers/Service
ACA,Arcosa Inc. Common Stock ,3415760798.0,United States,2018.0,Industrials,Metal Fabrications
ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock,0.0,United States,2022.0,Finance,Blank Checks
ACABW,Atlantic Coastal Acquisition Corp. II Warrant,0.0,United States,2022.0,Finance,Blank Checks
ACAC,Acri Capital Acquisition Corporation Class A Common Stock,0.0,United States,2022.0,Finance,Blank Checks
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,3798509529.0,United States,1985.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,0.0,United States,2021.0,Finance,Blank Checks
ACAHU,Atlantic Coastal Acquisition Corp. Unit,0.0,United States,2021.0,Finance,Blank Checks
ACAHW,Atlantic Coastal Acquisition Corp. Warrant,0.0,United States,2021.0,Finance,Blank Checks
ACAQ,Athena Consumer Acquisition Corp. Class A Common Stock,0.0,,2021.0,Finance,Blank Checks
ACAX,Alset Capital Acquisition Corp. Class A Common Stock,0.0,United States,2022.0,Health Care,Other Pharmaceuticals
ACAXR,Alset Capital Acquisition Corp. Right,0.0,United States,2022.0,Health Care,Other Pharmaceuticals
ACB,Aurora Cannabis Inc. Common Shares,201724143.0,Canada,,Health Care, Medicinal Chemicals and Botanical Products 
ACBA,Ace Global Business Acquisition Limited Ordinary Shares,44148223.0,Hong Kong,2021.0,Consumer Discretionary,Business Services
ACCD,Accolade Inc. Common Stock,513804974.0,United States,2020.0,Consumer Discretionary,Business Services
ACCO,Acco Brands Corporation Common Stock,483604021.0,United States,,Consumer Discretionary,Publishing
ACDC,ProFrac Holding Corp. Class A Common Stock,1496638724.0,United States,2022.0,Energy,Oilfield Services/Equipment
ACDCW,ProFrac Holding Corp. Warrant,637553.0,United States,,Energy,Oilfield Services/Equipment
ACEL,Accel Entertainment Inc. ,874565438.0,United States,2017.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
ACER,Acer Therapeutics Inc. Common Stock (DE),19791154.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACET,Adicet Bio Inc. Common Stock ,62445929.0,United States,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACGL,Arch Capital Group Ltd. Common Stock,31518364766.0,Bermuda,,Finance,Property-Casualty Insurers
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,6256307762.0,Bermuda,,Finance,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,7399412578.0,Bermuda,,Finance,Property-Casualty Insurers
ACHC,Acadia Healthcare Company Inc. Common Stock,7097225366.0,United States,,Health Care,Medical Specialities
ACHL,Achilles Therapeutics plc American Depositary Shares,35447742.0,United Kingdom,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACHR,Archer Aviation Inc. Class A Common Stock,1343893353.0,United States,2020.0,Industrials,Aerospace
ACHV,Achieve Life Sciences Inc. Common Shares,77458139.0,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACI,Albertsons Companies Inc. Class A Common Stock,12903853751.0,United States,2020.0,Consumer Staples,Food Chains
ACIC,American Coastal Insurance Corporation Common Stock,325548645.0,United States,,Finance,Property-Casualty Insurers
ACIU,AC Immune SA Common Stock,236644600.0,Switzerland,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACIW,ACI Worldwide Inc. Common Stock,2378240158.0,United States,,Technology,Computer Software: Prepackaged Software
ACLS,Axcelis Technologies Inc. Common Stock,4859610069.0,United States,2000.0,Technology,Industrial Machinery/Components
ACLX,Arcellx Inc. Common Stock,1600682271.0,United States,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACM,AECOM Common Stock,11038490839.0,United States,2007.0,Consumer Discretionary,Military/Government/Technical
ACMR,ACM Research Inc. Class A Common Stock,1094210467.0,United States,2017.0,Technology,Industrial Machinery/Components
ACN,Accenture plc Class A Ordinary Shares (Ireland),201874813969.0,Ireland,2001.0,Consumer Discretionary,Business Services
ACNB,ACNB Corporation Common Stock,281336664.0,United States,,Finance,Major Banks
ACNT,Ascent Industries Co. Common Stock,84146982.0,United States,,Industrials,Steel/Iron Ore
ACON,Aclarion Inc. Common Stock,4510481.0,United States,2022.0,Technology,Retail: Computer Software & Peripheral Equipment
ACONW,Aclarion Inc. Warrant,173038.0,United States,2022.0,Technology,Retail: Computer Software & Peripheral Equipment
ACOR,Acorda Therapeutics Inc. Common Stock,12732498.0,United States,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACP,abrdn Income Credit Strategies Fund Common Shares,0.0,United States,2011.0,Finance,Investment Managers
ACP^A,abrdn Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,,United States,,,
ACR,ACRES Commercial Realty Corp. Common Stock,62161286.0,United States,,Real Estate,Real Estate Investment Trusts
ACR^C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,,United States,,,
ACR^D,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,,United States,,,
ACRE,Ares Commercial Real Estate Corporation Common Stock,508339603.0,United States,2012.0,Real Estate,Real Estate Investment Trusts
ACRO,Acropolis Infrastructure Acquisition Corp. Class A Common Stock,0.0,,2021.0,Finance,Blank Checks
ACRS,Aclaris Therapeutics Inc. Common Stock,376627495.0,United States,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACRV,Acrivon Therapeutics Inc. Common Stock,120297392.0,United States,2022.0,Health Care, Medicinal Chemicals and Botanical Products 
ACRX,AcelRx Pharmaceuticals Inc. Common Stock,10129239.0,United States,2011.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACST,Acasti Pharma Inc. Class A Common Stock,18620083.0,Canada,,Health Care,Pharmaceuticals and Biotechnology
ACT,Enact Holdings Inc. Common Stock,4425428176.0,United States,2021.0,Finance,Specialty Insurers
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,346605537.0,United States,,Miscellaneous,Multi-Sector Companies
ACU,Acme United Corporation. Common Stock,101402731.0,United States,1988.0,Consumer Discretionary,Industrial Machinery/Components
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,183195265.0,United States,2015.0,Finance,Finance/Investors Services
ACVA,ACV Auctions Inc. Class A Common Stock,2266684388.0,United States,2021.0,Consumer Discretionary,Business Services
ACXP,Acurx Pharmaceuticals Inc. Common Stock,57983363.0,United States,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADAG,Adagene Inc. American Depositary Shares,56660863.0,China,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,129800106.0,United Kingdom,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Inc. Common Stock,255598590500.0,United States,1986.0,Technology,Computer Software: Prepackaged Software
ADC,Agree Realty Corporation Common Stock,5326557739.0,United States,,Real Estate,Real Estate Investment Trusts
ADC^A,Agree Realty Corporation Depositary Shares each representing 1/1000th of a 4.250% Series A Cumulative Redeemable Preferred Stock,,United States,,,
ADCT,ADC Therapeutics SA Common Shares,55869145.0,,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADD,Color Star Technology Co. Ltd. Class A Ordinary Shares,3299736.0,United States,,Consumer Discretionary,Engineering & Construction
ADEA,Adeia Inc. Common Stock,900464819.0,United States,2003.0,Technology,Semiconductors
ADES,Advanced Emissions Solutions Inc. Common Stock,63204619.0,United States,,Industrials,Major Chemicals
ADEX,Adit EdTech Acquisition Corp. Common Stock,95230278.0,,2021.0,Technology,EDP Services
ADI,Analog Devices Inc. Common Stock,84907714963.0,United States,,Technology,Semiconductors
ADIL,Adial Pharmaceuticals Inc Common Stock,3519965.0,United States,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADM,Archer-Daniels-Midland Company Common Stock,39655438533.0,United States,,Consumer Staples,Packaged Foods
ADMA,ADMA Biologics Inc Common Stock,728696820.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADN,Advent Technologies Holdings Inc. Class A Common Stock,23393502.0,United States,2018.0,Miscellaneous,Industrial Machinery/Components
ADNT,Adient plc Ordinary Shares ,3241457833.0,United States,2016.0,Consumer Discretionary,Auto Parts:O.E.M.
ADNWW,Advent Technologies Holdings Inc. Warrant,2963177.0,United States,2018.0,Utilities,Power Generation
ADOC,Edoc Acquisition Corp. Class A Ordinary Share,0.0,United States,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADOCR,Edoc Acquisition Corp. Right,0.0,United States,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADP,Automatic Data Processing Inc. Common Stock,101812255249.0,United States,,Technology,EDP Services
ADPT,Adaptive Biotechnologies Corporation Common Stock,579303698.0,United States,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADRT,Ault Disruptive Technologies Corporation Common Stock,173937500.0,,2022.0,Finance,Blank Checks
ADSE,ADS-TEC ENERGY PLC Ordinary Shares,317231200.0,Ireland,,Consumer Discretionary,Industrial Specialties
ADSEW,ADS-TEC ENERGY PLC Warrant,40079273.0,Ireland,,Consumer Discretionary,Industrial Specialties
ADSK,Autodesk Inc. Common Stock,44697975451.0,United States,,Technology,Computer Software: Prepackaged Software
ADT,ADT Inc. Common Stock,5886628101.0,United States,2018.0,Consumer Discretionary,Diversified Commercial Services
ADTH,AdTheorent Holding Company Inc. Common Stock,104081822.0,United States,2021.0,Consumer Discretionary,Advertising
ADTN,ADTRAN Holdings Inc. Common Stock,550772803.0,United States,1994.0,Utilities,Telecommunications Equipment
ADTX,Aditxt Inc. Common Stock,1899826.0,United States,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADUS,Addus HomeCare Corporation Common Stock,1319224168.0,United States,2009.0,Health Care,Medical/Nursing Services
ADV,Advantage Solutions Inc. Class A Common Stock,848696807.0,United States,2019.0,Consumer Discretionary,Business Services
ADVM,Adverum Biotechnologies Inc. Common Stock,93418534.0,United States,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADVWW,Advantage Solutions Inc. Warrant,57607527.0,United States,2019.0,Consumer Discretionary,Business Services
ADX,Adams Diversified Equity Fund Inc.,0.0,United States,,Finance,Investment Managers
ADXN,Addex Therapeutics Ltd American Depositary Shares,5142268.0,Switzerland,,Health Care,Biotechnology: Pharmaceutical Preparations
AE,Adams Resources & Energy Inc. Common Stock,80400208.0,United States,1980.0,Energy,Oil Refining/Marketing
AEAE,AltEnergy Acquisition Corp. Class A Common Stock,0.0,United States,2021.0,Finance,Blank Checks
AEAEW,AltEnergy Acquisition Corp. Warrant,0.0,United States,2021.0,Finance,Blank Checks
AEE,Ameren Corporation Common Stock,20410383879.0,United States,,Utilities,Power Generation
AEF,abrdn Emerging Markets Equity Income Fund Inc. Common Stock,488896616.0,United States,,Finance,Finance/Investors Services
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,0.0,United States,2019.0,,
AEG,Aegon Ltd. New York Registry Shares,12747006283.0,Netherlands,,Finance,Life Insurance
AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares,5137944.0,China,,Industrials,Building Materials
AEHR,Aehr Test Systems Common Stock,915530160.0,United States,1997.0,Industrials,Electrical Products
AEI,Alset Inc. Common Stock (TX),11359196.0,United States,2020.0,Real Estate,Building operators
AEIS,Advanced Energy Industries Inc. Common Stock,3536939073.0,United States,1995.0,Technology,Industrial Machinery/Components
AEL,American Equity Investment Life Holding Company Common Stock,4183478009.0,United States,2003.0,Finance,Life Insurance
AEL^A,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,,United States,,,
AEL^B,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,United States,,,
AEM,Agnico Eagle Mines Limited Common Stock,24342370392.0,Canada,,Basic Materials,Precious Metals
AEMD,Aethlon Medical Inc. Common Stock,3725298.0,United States,,Health Care,Medical/Dental Instruments
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,66662864.0,United States,,Consumer Discretionary,Durable Goods
AENZ,Aenza S.A.A. American Depositary Shares,153213437.0,,2018.0,Industrials,Military/Government/Technical
AEO,American Eagle Outfitters Inc. Common Stock,3483609504.0,United States,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
AEON,AEON Biopharma Inc. Class A Common Stock,226648770.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
AEP,American Electric Power Company Inc. Common Stock,38468195205.0,United States,,Utilities,Electric Utilities: Central
AER,AerCap Holdings N.V. Ordinary Shares,14469366565.0,Netherlands,2006.0,Consumer Discretionary,Diversified Commercial Services
AES,The AES Corporation Common Stock,9311191732.0,United States,,Utilities,Electric Utilities: Central
AESC,The AES Corporation Corporate Units,37164411443.0,United States,,Utilities,Electric Utilities: Central
AESI,Atlas Energy Solutions Inc. Common Stock,1984000000.0,United States,2023.0,Industrials,Metal Fabrications
AEVA,Aeva Technologies Inc. Common Stock,146954542.0,United States,2020.0,Consumer Discretionary,Auto Parts:O.E.M.
AEY,ADDvantage Technologies Group Inc. Common Stock,5573499.0,United States,,Industrials,Office Equipment/Supplies/Services
AEYE,AudioEye Inc. Common Stock,59442379.0,United States,,Technology,EDP Services
AEZS,Aeterna Zentaris Inc. Common Stock,8283639.0,Canada,,Health Care,Biotechnology: Pharmaceutical Preparations
AFAR,Aura FAT Projects Acquisition Corp Class A Ordinary Shares,0.0,Singapore,2022.0,Finance,Blank Checks
AFARW,Aura FAT Projects Acquisition Corp Warrant,0.0,Singapore,2022.0,Finance,Blank Checks
AFB,AllianceBernstein National Municipal Income Fund Inc,0.0,United States,2002.0,Finance,Trusts Except Educational Religious and Charitable
AFBI,Affinity Bancshares Inc. Common Stock (MD),99398111.0,United States,2017.0,Finance,Major Banks
AFCG,AFC Gamma Inc. Common Stock,231785707.0,United States,2021.0,Real Estate,Real Estate Investment Trusts
AFG,American Financial Group Inc. Common Stock,9358763322.0,United States,,Finance,Property-Casualty Insurers
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,1838146659.0,United States,2019.0,Finance,Property-Casualty Insurers
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,1581858436.0,United States,2019.0,Finance,Property-Casualty Insurers
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,1722519936.0,United States,2020.0,Finance,Property-Casualty Insurers
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,1430801139.0,United States,2020.0,,
AFIB,Acutus Medical Inc. Common Stock,18096745.0,United States,2020.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AFL,AFLAC Incorporated Common Stock,47559156832.0,United States,,Finance,Accident &Health Insurance
AFMD,Affimed N.V.,53986410.0,Germany,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
AFRI,Forafric Global PLC Ordinary Shares,295900416.0,Gibraltar,,Consumer Staples,Packaged Foods
AFRIW,Forafric Global PLC Warrants,69961283.0,Gibraltar,,Consumer Staples,Packaged Foods
AFRM,Affirm Holdings Inc. Class A Common Stock,5551954100.0,United States,2021.0,Consumer Discretionary,Business Services
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,0.0,,2011.0,Finance,Investment Managers
AFYA,Afya Limited Class A Common Shares,1448954952.0,Brazil,2019.0,Real Estate,Other Consumer Services
AG,First Majestic Silver Corp. Ordinary Shares (Canada),1541270884.0,Canada,,Basic Materials,Precious Metals
AGAE,Allied Gaming & Entertainment Inc. Common Stock,31823675.0,United States,2017.0,Telecommunications,Cable & Other Pay Television Services
AGBA,AGBA Group Holding Limited Ordinary Share,31174189.0,Hong Kong,2019.0,Finance,Investment Managers
AGBAW,AGBA Group Holding Limited Warrant,1686550.0,Hong Kong,2019.0,Finance,Investment Managers
AGCO,AGCO Corporation Common Stock,8730978150.0,United States,,Industrials,Industrial Machinery/Components
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,0.0,United States,2006.0,Finance,Trusts Except Educational Religious and Charitable
AGE,AgeX Therapeutics Inc. Common Stock,25693004.0,,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGEN,Agenus Inc. Common Stock,394755074.0,United States,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGFY,Agrify Corporation Common Stock,4008679.0,United States,2021.0,Consumer Discretionary,Military/Government/Technical
AGI,Alamos Gold Inc. Class A Common Shares,4980030370.0,Canada,2015.0,,
AGIL,AgileThought Inc. Class A Common Stock,7713923.0,United States,2020.0,Consumer Discretionary,Professional Services
AGILW,AgileThought Inc. Warrant,393033.0,United States,2020.0,Consumer Discretionary,Professional Services
AGIO,Agios Pharmaceuticals Inc. Common Stock,1186968521.0,United States,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGL,agilon health inc. Common Stock,7740653881.0,United States,2021.0,Health Care,Managed Health Care
AGLE,Aeglea BioTherapeutics Inc. Common Stock,51648869.0,United States,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGM,Federal Agricultural Mortgage Corporation Common Stock,1588056618.0,United States,,Finance,Finance Companies
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,,United States,,,
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,,United States,,,
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,,United States,,,
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,,United States,,,
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,,United States,,,
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,39406250.0,Hong Kong,2018.0,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,5094080295.0,United States,2008.0,Real Estate,Real Estate Investment Trusts
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,12897326434.0,United States,,Real Estate,Real Estate Investment Trusts
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,13945900891.0,United States,,Real Estate,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,15109508834.0,United States,,Real Estate,Real Estate Investment Trusts
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,13554920380.0,United States,,Real Estate,Real Estate Investment Trusts
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,12770050186.0,United States,,Real Estate,Real Estate Investment Trusts
AGO,Assured Guaranty Ltd. Common Stock,3657859087.0,Bermuda,2004.0,Finance,Property-Casualty Insurers
AGR,Avangrid Inc. Common Stock,11900941055.0,United States,2015.0,Utilities,Electric Utilities: Central
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,1937957.0,Canada,2021.0,Industrials,Metal Fabrications
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,18995.0,Canada,2021.0,,
AGRO,Adecoagro S.A. Common Shares,1193359954.0,Luxembourg,2011.0,Consumer Staples,Farming/Seeds/Milling
AGRX,Agile Therapeutics Inc. Common Stock,3448453.0,United States,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGS,PlayAGS Inc. Common Stock,268524714.0,United States,2018.0,Consumer Discretionary,Miscellaneous manufacturing industries
AGTI,Agiliti Inc. Common Stock,725264709.0,United States,2021.0,Health Care,Managed Health Care
AGX,Argan Inc. Common Stock,603534761.0,United States,,Consumer Discretionary,Engineering & Construction
AGYS,Agilysys Inc. Common Stock (DE),1708600534.0,United States,,Technology,EDP Services
AHCO,AdaptHealth Corp. Common Stock,1035766736.0,United States,2018.0,Health Care,Medical/Nursing Services
AHG,Akso Health Group ADS,31783764.0,China,2017.0,Consumer Discretionary,Business Services
AHH,Armada Hoffler Properties Inc. Common Stock,705967190.0,United States,2013.0,Finance,Real Estate
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,United States,,,
AHI,Advanced Health Intelligence Ltd. American Depositary Shares,58884000.0,Australia,2021.0,Consumer Discretionary,Package Goods/Cosmetics
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,,Bermuda,,,
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,,Bermuda,,,
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,,Bermuda,,,
AHT,Ashford Hospitality Trust Inc Common Stock,81100750.0,United States,2003.0,Real Estate,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,,United States,,,
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,,United States,,,
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,,United States,,,
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,,United States,,,
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,,United States,,,
AI,C3.ai Inc. Class A Common Stock,3016509017.0,United States,2020.0,Technology,Computer Software: Prepackaged Software
AIB,AIB Acquisition Corporation Class A Ordinary Shares,0.0,United States,2022.0,Finance,Blank Checks
AIBBR,AIB Acquisition Corporation Right,0.0,United States,2022.0,Finance,Blank Checks
AIBBU,AIB Acquisition Corporation Unit,0.0,United States,2022.0,Finance,Blank Checks
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,704759130.0,United States,2015.0,Real Estate,Real Estate Investment Trusts
AIF,Apollo Tactical Income Fund Inc. Common Stock,0.0,,2013.0,Finance,Finance Companies
AIG,American International Group Inc. New Common Stock,43952682786.0,United States,,Finance,Life Insurance
